Cef2dayrec21	Cef2dayrec22	Cef2dayrec23	Cef2dayrec25	Cef2dayrec26	Cef2dayrec27	Cef6wkrec13	Cef6wkrec14	Cef6wkrec15	Cef6wkrec16	Cef6wkrec17	Cef6wkrec18	Cef6wkrec19	Cef6wkrec20	NoAbx29	NoAbx30	NoAbx31	NoAbx32	NoAbx33	NoAbx34	NoAbx35	NoAbx36	NoAbx6wk37	NoAbx6wk38	NoAbx6wk39	NoAbx6wk40	NoAbx6wk41	NoAbx6wk42	NoAbx6wk43	NoAbx6wk44	KEGG
9.1671	5.7618	7.5576	6.1263	6.1629	5.0199	2.888	2.4638	1.5084	1.2953	0.9417	0.841	1.2392	1.0838	0.9837	0.9881	0.7418	0.8815	0.8528	0.7588	0.7751	1.1949	0.7381	1.0119	0.9859	0.8781	0.6476	0.762	0.8426	0.8555	C02712
4.1586	4.2507	4.3224	4.4067	4.0539	3.7563	0.1885	1.0701	0.273	0.0948	0.6415	0.5175	0.202	0.3214	1.5049	0.0948	0.9673	0.5811	0.7742	0.5983	1	4.3918	0.6904	0.4533	1.2942	1.5506	0.719	1.3683	1.5734	0.6601	C00270
2.2158	1.062	1.0467	1.656	1.0467	1.3854	1.0692	2.6471	0.8205	0.7455	2.5865	2.6142	0.8819	1.1045	1.2355	0.574	1.5717	1.1543	0.9425	1	0.3489	0.7745	1.0514	0.7549	1.9172	3.0137	2.3085	0.8325	5.23	6.1884	C00483
12.7155	11.6133	7.8513	10.8666	8.6784	17.7582	1.2004	0.3227	0.4717	0.5578	0.5603	0.6801	0.5697	1.1312	1.0222	0.852	1.0009	0.8775	1.2407	1.4119	0.9991	1.2984	0.7707	0.7064	0.6703	0.6362	0.8928	0.5877	0.4757	1.0533	C00366
1.611	1.0485	1.6323	1.4796	1.2987	1.0398	2.8738	2.2398	2.145	3.1423	1.6729	1.8857	2.2202	2.0791	1.0992	0.5642	0.5846	0.5671	0.9046	1.478	0.8968	1.8374	1.0954	1.7551	1.2355	0.8306	1.2814	1.4544	0.8987	0.6886	C00062
0.6795	0.8205	0.8085	11.2668	0.9324	3.2748	0.9946	0.9525	1.1099	0.6785	1.243	0.7735	0.9423	0.6277	1.2428	0.907	1.1162	1.0258	1.0599	1.9389	1.0967	0.8094	1.1737	0.9415	2.1264	1.0054	1.0843	0.8662	2.0291	11.3517	C01571
2.3301	2.721	2.295	2.6097	1.9749	2.6382	1.2618	1.054	1.0956	1.3879	1.1633	1.168	1.1303	1.3204	1.2436	1.0063	1.0491	1.0287	1.1311	1.1469	0.8552	1.111	0.9952	1.0029	0.8307	0.9443	0.9788	0.928	0.9156	0.9971	C00122
1.0077	1.4004	1.812	3.3216	1.2729	1.9776	1.2832	0.9781	1.4652	0.8553	1.7821	0.8115	0.9037	0.6774	1.419	1.105	1.3535	0.7361	1.1282	1.1465	1.2654	0.7265	1.4275	1.0219	3.0025	1.1173	0.9181	0.7323	2.5755	4.5924	C02679
4.0203	2.9193	2.3406	2.76	1.9902	2.0319	2.0489	1.445	1.3676	1.9135	1.4518	1.7275	1.5211	1.674	0.9487	0.8194	0.9576	0.7344	0.8757	1.0269	1.061	2.3357	0.8136	1.1191	0.5107	0.6414	0.6851	0.9436	1.1108	1.1299	C00065
2.8845	2.0973	2.4963	2.6265	2.2533	1.8507	1.5789	1.3117	1.2436	1.884	1.2353	1.5452	1.5991	1.5113	0.9535	0.7984	0.9749	0.8192	0.8553	1.0637	1.0475	1.8474	0.9005	1.0251	0.686	0.8082	0.7879	1.0403	1.0932	1.2624	C00183
0.3801	0.3801	0.3801	0.9885	1.0755	0.3801	0.9661	0.6878	0.9372	1.0799	0.818	1.0072	0.8847	0.7566	1.1283	1.527	1.2413	1.3564	1.3378	1.2574	1.1749	1.1003	1.0005	1	1.0028	0.978	1.2236	1.0522	0.746	0.9404	C00250
0.4134	0.1137	0.1956	0.3273	0.1497	0.1137	1.5462	1	0.9787	1.0692	0.7394	0.2741	1.1165	0.6527	1.4807	1.4797	1.5787	1.7925	1.6123	1.5452	1.3452	1.5976	0.3564	1.7117	0.881	0.8146	1.8491	0.9398	0.7473	1.1726	C01179
0.3495	0.3675	0.3495	0.3912	0.3495	0.3645	1.2942	1.0623	0.8815	1.079	0.9399	1.1947	1.6861	1.4018	1.025	0.6814	0.7431	0.8398	2.1879	1.5525	1.4744	2.259	0.7197	0.975	1.0328	0.8059	1.0332	1.3787	0.9141	1.2705	C00255
6.4791	5.8149	5.829	4.9713	4.5801	5.397	1.1882	1.0019	1.0007	1.2861	0.9993	1.0625	1.1574	1.1847	0.6795	0.6358	0.8529	0.6438	0.8165	0.8881	0.9059	1.5657	0.6528	0.8522	0.6923	0.7132	0.7737	0.8552	0.8632	0.8716	C00148
0.1878	1.7115	0.9111	0.4299	0.1878	1.8669	1.5171	2.2148	1.1904	4.948	1.7679	0.943	3.6925	2.0632	1.6357	4.6579	0.9406	1.2031	1.5039	0.0626	0.5588	1.906	0.6833	0.7637	1.057	1.3804	0.7103	0.1476	0.7388	1.0856	C00013
1.4775	0.765	0.8409	1.0923	0.9003	0.4476	2.6848	2.08	5.3911	5.1025	2.259	2.4475	3.5144	5.0817	1.6614	2.4138	1.7545	0.7848	0.8074	1.0543	0.4562	1.159	3.239	0.9457	0.8421	0.8597	0.8699	1.6707	2.7939	0.4484	C00245
0.3954	0.2331	0.1914	0.1689	0.1533	0.2118	0.1474	0.1183	0.1226	0.1075	0.1609	0.1975	0.3472	0.2878	3.6231	2.9875	3.8343	3.0259	2.6665	2.8074	1.8719	2.4379	2.2321	2.9529	2.1382	3.1309	1.6528	2.1223	2.7559	3.1355	C00327
1.314	1.314	1.314	1.314	1.314	1.314	0.9343	0.8171	1.4221	0.438	1.7285	0.6274	0.5319	0.438	0.7414	1.8576	1.401	0.6713	0.8682	0.4795	0.8714	0.438	1.0657	1.4715	1.3417	1.1071	1.3108	0.5061	1.2781	1.4543	C00016
2.4051	2.754	1.9806	6.9087	7.2558	3.2193	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	0.6602	C00500
3.5277	4.1496	1.0746	0.5655	0.5655	0.5655	0.7735	0.5327	0.772	1.2067	0.8519	0.7421	0.8938	1.1391	2.4087	1.6036	1.3811	2.0518	1.4579	2.5666	1.9827	3.2332	0.7942	1.1062	0.444	0.739	0.5808	0.798	2.0469	1.3346	C00214
1.6167	1.0869	1.8378	0.7626	1.2852	3.0777	1.3794	0.8711	0.4148	0.2252	0.2542	0.202	0.4486	0.7787	1.797	2.112	3.0627	1.514	0.9741	5.1785	1.3262	1.5	1.7759	2.2866	1.5253	1.9037	1.4222	1.8208	0.8878	2.2916	C00055
2.9082	0.8385	3.5664	2.0379	2.0364	1.074	3.549	2.757	1.2365	2.4107	1.1419	1.331	1.4583	1.4902	1.1814	0.9785	1.0215	0.812	0.6859	0.9072	0.7595	1.1734	0.9032	1.4504	0.6699	0.9208	0.8644	1.2639	0.8838	1.1631	C03145
1.191	1.191	1.191	1.191	1.191	1.191	5.5859	2.7134	0.397	0.5244	0.4831	0.4382	2.3126	2.1533	0.397	1.0486	0.397	0.6332	0.89	1.2298	0.7902	0.5123	1.0753	0.7389	0.9819	1.4392	1.0392	1.0181	0.7986	2.5	C05822
0.7866	0.2718	0.7077	0.4236	0.4443	0.3006	1.0307	0.9097	1.1647	0.8476	1.0954	0.9303	1.1684	0.9851	1.1127	1.1647	0.7382	1.157	1.3986	1.2084	1.0149	0.9849	0.9278	1.2008	1.283	1.2687	1.0797	0.868	2.0819	1.6188	C00262
0.3228	1.338	0.2022	0.5016	0.3018	1.1355	1.7027	1.2077	0.6912	0.5031	0.5114	0.3733	1.7444	1.5957	1.5292	1.1063	0.8098	1.2698	1.9707	1.509	1.4789	2.4582	0.7624	1.3038	1.0416	0.876	1.5338	0.9584	1.1652	1.5914	C00385
1.3842	1.3842	1.3842	1.3842	1.3842	1.3842	0.5739	1.2469	0.8944	1.2539	0.5694	0.4614	1	0.7659	1.0438	0.8291	0.4614	1.1015	2.9302	1.8597	1.5426	1.9966	0.4614	0.7099	0.4614	0.8532	0.4614	0.4614	0.5462	1.2931	C00109
0.4404	0.4404	0.4404	0.4404	0.4404	0.4404	0.9806	1	1.5852	1.3263	0.2268	0.233	5.3874	2.6827	0.1468	0.1468	0.1468	0.1468	0.1468	0.1468	0.1504	1.0193	0.1468	0.1468	0.1468	0.1468	0.1468	0.1468	0.1468	0.1468	C01026
0.8967	1.9143	1.3482	1.4577	0.8379	1.1754	0.2015	0.5911	0.3341	0.2015	1.0023	0.3194	0.2455	0.2015	2.4684	0.3571	1.6803	1.8366	2.2428	1.5128	2.4733	6.5633	0.9977	1.7713	2.7282	2.9723	1.8131	2.29	2.9611	1.9885	C01074
3.0357	1.4292	1.2819	1.4547	1.6206	1.2819	1.7587	1.2447	1.0857	0.8623	1.1496	1.0352	1.6348	1.6585	0.906	0.5611	1.5146	1.0303	1.0938	0.9847	0.9926	1.646	0.8006	2.0304	1	0.8947	0.9902	1.3615	0.6609	1.1027	C00956
13.8405	11.898	7.122	4.7226	4.6536	6.651	0.8167	0.6112	0.5294	1.4773	0.8253	1.5739	2.1294	1.7036	0.9075	0.3787	0.6602	0.919	0.8041	0.4093	1.4162	1.0104	0.7443	1.479	0.812	0.9189	0.8692	0.7533	0.9896	1.3966	C00152
1.0503	0.6663	0.4857	0.3672	0.4869	0.7728	2.3322	1.9181	1.6983	1.3278	1.4807	0.6995	1.8903	2.0162	1.5905	0.9563	0.8187	1.2692	1.6555	0.9929	0.6432	1.8044	0.5389	1.0282	1.3223	1.1894	1.0816	0.7881	0.7972	1.0071	C00009
13.7214	3.0729	7.6122	5.8659	3.5298	11.4225	0.5052	0.6708	0.1942	0.1942	0.1942	0.1942	0.1942	0.1942	1.7475	0.559	0.3794	0.801	1.3957	0.4178	0.7691	2.2877	0.1942	0.1942	0.1942	0.1942	0.4615	0.1942	0.8684	0.9757	C01801
5.1852	3.8145	4.2888	3.7611	2.9298	2.9976	1.8141	1.2196	1.0008	1.6177	1.0911	1.236	1.2392	1.3665	0.7507	0.6782	0.7199	0.5612	0.8373	0.9372	0.8749	1.9879	0.6429	0.8404	0.6545	0.6057	0.6798	0.7851	0.9836	1.0563	C00037
0.3672	0.3672	0.3672	0.3672	0.3672	0.3672	0.9938	1.0918	1.9626	0.3349	2.6574	0.9032	0.3349	0.5867	1.0062	2.5544	1.9445	4.6894	0.504	0.1224	0.2659	0.1663	2.0925	2.7988	3.4167	2.601	3.0557	0.8914	0.3831	0.4867	C05345
1.9623	0.7611	1.002	0.5076	0.5985	0.8154	0.6805	0.1495	1.0969	1.3946	0.9636	0.6274	1.0508	0.4083	3.0765	4.986	3.2532	2.9161	1.7296	1.9335	2.3515	1.9098	1.177	1.2679	0.5016	1.0364	0.8195	0.7691	1.4013	1.8329	C00364
0.8766	0.9132	1.1451	1.437	0.9732	0.7746	1.0636	1.0796	1.2627	0.6504	1.4125	0.8843	0.7648	0.6071	1.1058	0.9796	1.2418	1.0687	1.0813	1.6522	1.0933	0.9645	1.2533	1.0204	1.8192	1.0709	0.7469	0.9602	2.0775	1.7425	C01601
28.4364	18.4878	12.8973	3.627	4.8258	18.0285	1.0979	1.3231	0.7508	0.4203	0.8786	0.7031	0.4298	0.4713	2.0851	1.1101	1.3526	0.9021	0.4444	0.2944	0.5167	1.325	0.7474	0.6244	1.6375	1.8419	0.457	0.5348	0.5315	0.576	C01582
0.7464	1.227	0.4359	0.5757	0.4437	0.12	1.312	1.2031	0.5636	0.5675	0.7712	0.6503	1.2166	1.1161	1.6919	1.0207	1.072	1.3929	2.1713	0.9672	0.9793	1.8793	0.8271	1.4117	1.1864	1.1853	1.1395	0.8732	1.0255	2.1042	C00121
912.6585	688.6434	681.5121	653.0484	551.3082	601.1517	1.035	2.882	0.7467	0.5477	1.5354	1.2981	1.295	0.9544	1.7896	0.4584	0.2506	0.4662	0.965	0.4586	0.3086	0.5027	0.4636	0.255	1.6996	0.7352	1.2568	0.6033	0.345	0.5549	C00794
3.7617	3.3735	1.2282	0.1878	0.8277	0.1878	0.4382	0.4152	1.1899	1.2181	1.1247	0.5248	0.9357	0.5593	2.8661	2.5219	1	2.0083	1.0691	1.073	1.1667	3.0196	0.6088	1.1391	0.7946	0.7241	0.7316	0.3951	2.003	1.4979	C05512
0.6297	0.5292	0.3444	0.2862	0.4671	0.4722	0.0559	0.0648	0.0559	0.0559	0.2452	0.0559	0.0559	0.0559	1.1128	0.0559	1.213	1.3045	1.4337	0.8872	1.3344	2.5618	0.501	1.3198	1.6155	1.8723	1.4072	1.3801	1.49	1.2313	C00140
2.9313	1.3296	1.1154	0.8037	0.6426	2.0319	2.6137	1.9602	1.6165	0.9607	1.4408	1.0063	1.3295	0.9937	1.4605	0.6729	0.7913	0.9838	2.1887	2.2426	0.7705	1.2173	1.3042	0.6627	7.6731	1.9983	0.775	1.462	5.2416	2.0683	C00116
0.678	0.678	0.678	0.678	2.2029	2.7963	1.2133	2.1784	2.3918	2.0709	3.1974	2.0462	1.5826	3.1054	0.5156	0.4171	0.4046	1.8606	2.9452	0.5766	0.2557	2.4702	1.6338	0.8389	1.0679	0.5179	0.5751	0.226	0.787	0.226	C03557
1.1337	0.8574	0.8775	1.6668	1.0848	0.4686	2.4428	2.2554	2.4149	2.051	2.5298	2.4463	2.1713	2.1485	1.0905	0.8563	1.0104	0.9358	0.8669	0.6795	0.8379	0.9057	1.4122	1.2805	1.3872	1.2131	1.2418	1.1188	0.9896	0.7207	C00993
1.8855	2.0004	1.8855	1.8855	1.8855	1.8855	0.6977	0.6285	1.1879	1.1366	1.9251	0.9359	2.4719	0.8768	0.6285	1.6903	0.7106	1.2029	1.4953	0.8338	1.0394	0.9746	1.131	1.0126	1	0.8391	1.6805	0.8044	0.6625	0.6285	C01762
0.9159	2.2893	0.9159	2.7075	0.9159	0.9159	0.3053	0.3053	1.3138	0.8455	0.5946	1.6117	0.4996	0.3053	1.4642	0.9957	0.3053	0.3053	1.3636	0.3053	1.4262	1.2308	1.0043	0.8052	1.6559	1.9843	1.1421	0.5589	0.3053	0.8183	C05519
3.2604	2.7396	2.6592	0.9921	0.9468	3.4524	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	0.3156	C00493
1.5282	0.3831	0.8403	1.0122	1.7238	1.0833	1.3683	1.9573	1.2324	0.9443	1.882	2.0122	0.6693	0.8392	0.7872	0.5925	1.0557	1.0924	1.2943	1.3904	1.1694	1.4254	1.3048	0.93	1.1521	1.1998	0.6273	1.276	1.5738	0.317	C01672
455.3481	333.5535	389.6061	383.2245	323.7558	362.8212	0.3977	0.4655	2.1655	1.9055	0.5363	0.3977	0.8431	0.5167	0.8692	0.4207	0.3977	0.6767	0.7632	1.1308	0.3977	0.8201	0.3977	0.3977	0.3977	0.3977	0.5326	0.5496	0.3977	1.2963	C00392
2.6802	1.5705	1.7637	2.4522	1.557	1.6992	1.482	1.3057	1.984	1.7167	1.8289	1.7663	0.9413	1.4037	0.9283	0.8268	0.8555	1.0104	0.8129	0.9039	0.9896	1.5381	1.6445	1.4224	1.6839	1.5922	1.5971	1.4228	1.1134	0.9394	C00093
2.8923	3.0075	2.5755	3.7299	2.9094	2.9925	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	0.8585	C00191
1.4811	1.3821	1.2114	1.2558	0.7548	1.3173	1.7661	1.5352	1.766	0.8934	1.4638	1.033	1.2931	1.3529	1.117	1.3388	1.1472	1.1968	0.8057	0.967	0.931	1.5121	1.076	0.95	1.2315	1.0738	0.8711	0.8226	1.2742	0.6695	C00227
1.9314	0.8976	1.1997	1.7619	2.0307	0.9726	2.6499	1.6713	1.4598	1.4814	1.6127	2.3394	1.2812	1.6255	0.2992	0.2992	0.2992	0.2992	0.2992	0.2992	0.2992	0.2992	0.2992	0.2992	0.2992	0.2992	0.2992	0.2992	0.2992	0.2992	C00179
0.0606	0.0606	0.0606	0.2007	0.0753	0.0606	2.0822	1.4249	1.2953	1.3992	1.0718	0.7359	1.4193	0.7478	1.2218	1.035	1.1371	1.0086	0.9311	1.0729	1.2234	1.7799	0.2161	0.9256	0.4409	0.3135	1.0939	0.5389	0.4773	0.9914	C00671
3.9363	4.8501	4.2408	3.3174	3	4.4649	1.306	1.5446	1.5054	1.1535	1.2631	1.2088	1.0702	1.1532	0.4544	0.2084	0.6901	0.4891	0.3301	0.1967	0.2911	0.4475	0.5181	0.2443	0.5833	0.3514	0.3356	0.467	0.3096	0.1967	C01035
3.6522	1.7784	4.3938	1.7784	3.3906	2.5947	0.6843	0.8821	0.5928	0.9265	0.9105	0.7587	0.5928	0.5928	1.537	0.9199	1.1911	0.9906	0.5928	0.5928	1.2145	1.0735	0.9591	0.5928	1	1.1812	0.7845	0.5928	1.4045	0.5928	C00168
2.4447	1.2972	2.4051	2.673	3.7764	1.9083	10.4893	9.5107	7.5739	7.7558	9.8397	10.1562	8.5383	8.1044	1.2329	0.8531	1.1779	0.4776	0.9193	0.8174	1.3619	0.5483	0.4324	0.87	0.9455	1.3107	1.3708	1	1.2512	0.6612	C05568
0.1515	0.147	0.2265	0.09	0.0963	0.1173	1.337	0.9451	0.848	0.7612	1.0003	0.8279	1.2932	1.1535	0.9944	0.9908	1.0797	1.0049	1.6253	0.9997	1.3868	1.3215	0.8917	1.3292	1.3774	1.3791	1.6656	1.0931	1.5737	1.7656	C00624
2.1189	0.9294	1.6347	2.745	3.0987	0.8319	0.6525	0.7556	0.5311	0.5604	0.895	1.1114	0.6707	0.6215	1.571	0.8816	1.8141	2.0165	1.3037	1.1175	1.0157	1.8012	1.1934	1.146	1.1315	1.3165	1.7624	1.8288	0.9843	1.4911	C08278
0.837	0.597	0.9813	0.9498	0.6354	0.5154	1.2311	0.9734	1.079	0.9025	1.3375	1.1383	1.0266	1.167	1.0717	1.2437	1.2859	1.1203	0.9549	0.713	1.0314	0.6959	1.1094	1.2992	0.9568	0.9524	1.4375	0.8728	1.1169	1.2557	C00160
0.8631	0.8631	0.8631	0.8631	0.8631	0.8631	0.2877	0.2877	0.2877	0.2877	0.2877	0.2877	0.2877	0.2877	1.0395	1.1878	1.3722	1.162	0.2877	0.4163	1.1524	0.4643	1.2701	1.0276	0.7837	0.9247	0.596	0.5343	0.9724	1.6988	C05629
3.7443	2.7444	3.1377	2.8623	2.265	2.3469	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	0.755	C00474
1.6701	1.6701	1.6701	1.6701	1.6701	1.6701	0.5567	0.5567	0.5567	0.5567	0.5567	0.5567	0.5567	0.5567	1.3824	0.6478	0.7946	1.0198	1.1864	0.7608	1.4266	1.4944	0.6195	1.2671	0.952	1.4099	0.9802	0.5958	1.6694	0.5567	C00185
1.5909	1.5909	1.5909	1.5909	1.5909	1.5909	1.296	1.0732	1.2488	0.5303	1.3452	0.5805	1	0.5303	0.9948	1.3916	0.908	1.5997	1.4386	0.6137	0.8968	0.7248	0.7634	1.761	1.2248	0.9448	1.9067	0.6949	0.6405	1.5509	C00061
3.4896	3.114	2.3514	3.1278	3.6972	2.5692	0.3149	0.6657	1.0017	0.5651	1.0657	0.7778	0.2839	0.5273	1.3083	0.9251	1.6506	1.2938	0.8953	0.7525	1.2903	3.5477	0.9087	1.1717	1.8269	1.9007	0.7046	0.9728	1.0332	0.9567	C00382
2.8077	1.8837	2.1048	2.0541	1.8282	2.0415	0.8314	1.1453	1.0723	0.7481	1.1166	1.0641	0.9249	0.8196	1.5786	1.4285	1.5302	1.1536	0.8521	0.7183	1.3501	1.359	1.2718	1.3052	1.8049	2.0351	1.0697	0.8051	0.5686	1.1535	C00507
1.9938	1.983	2.1624	1.2819	1.0824	2.3535	0.9372	1.0542	0.8473	0.4237	0.9458	0.6503	0.7676	0.7414	1.4844	1.3889	1.6521	1.6856	1.0601	0.4161	1.0618	1.0876	1.3824	1.9679	1.6253	1.9698	1.2433	0.93	1.5262	1.7262	C00181
8.07	8.0979	2.8992	0.6318	1.9971	0.6318	0.2106	0.2106	0.9577	1.5397	1.1093	0.4378	1.4347	0.5268	1.9516	1.2373	0.7862	1.0336	1.2292	2.2788	1.2337	3.0659	0.4224	0.3771	0.2106	0.5466	0.2106	0.519	1.4468	0.8434	C00881
1.2792	1.2792	1.2792	1.2792	1.2792	1.2792	7.3717	4.2527	0.8011	1.0164	0.9123	0.8995	4.4857	3.246	0.4264	0.5555	0.7628	0.5367	1.5647	1.1267	0.9836	1.3087	0.6474	1.3281	0.9782	2.2241	0.7742	1.1772	2.0468	0.5711	C07086
3.3516	10.4898	2.6484	0.3729	0.789	8.5215	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	0.1243	C01613
2.6346	0.651	1.077	1.3077	1.4784	1.0311	0.1242	0.206	2.3175	1.6564	1.1293	1.305	0.9929	1.0316	0.93	1.3992	1.072	1.628	0.2832	1.3111	1.0725	1.6852	2.3495	1.3574	1.7837	0.813	0.8867	1.0071	1.0334	0.9782	C00670
3.2022	1.2969	2.6493	3.0096	2.6994	1.6572	1.5136	1.1778	1.0328	1.0403	1.1479	1.1329	0.9968	1.3409	0.9475	0.7586	0.8706	0.6078	1.2881	0.9233	0.7726	1.6598	0.7747	1.0462	0.8002	0.9574	0.8509	1.157	2.0109	2.5067	C00049
1.986	1.986	1.986	1.986	1.986	1.986	0.9468	1.4461	0.9508	1.3486	0.9017	0.8248	0.8491	0.9813	1.2	1.2211	1.1143	1.6021	1.3898	1.6897	1.0728	1	0.662	1.2653	0.662	0.7979	0.8461	1.1793	0.8796	0.881	C00633
8.0181	1.9677	2.0565	8.9784	7.6752	4.7073	0.1963	0.5001	0.4904	0.2787	0.2317	0.7299	0.3945	1.1242	0.705	0.5484	1.0033	1.7734	3.1326	3.7836	2.1791	2.7958	0.9097	1.2093	0.6642	1.472	0.6982	2.1098	1.9503	0.9967	C00319
3.204	1.1355	1.0548	3.5826	2.796	2.5218	0.1438	0.3194	0.1541	0.0962	0.2048	0.5413	0.1015	0.3797	0.5991	0.7411	1.1833	1.1393	2.168	3.0395	1.9959	1.6758	1.3354	1.3479	0.8079	1.62	1.1284	2.383	2.3201	1.0847	C00836
0.0888	0.6378	0.6108	0.1272	0.1131	0.1389	2.1958	1.0079	1.1798	1.7908	1.9537	0.429	1.7441	0.7902	1.5244	0.9909	0.9921	0.3907	2.1707	1.126	2.2343	1.4346	0.5897	0.7372	2.9196	1.4536	1.2556	0.6066	2.6911	1.919	C16525
0.5703	0.8613	1.7754	0.6825	0.4425	0.6174	0.8103	0.3862	0.433	0.9285	0.684	0.2283	0.6663	0.3272	6.279	4.2066	4.223	1.5649	4.1991	3.0612	6.3742	3.9966	1.0715	3.4843	2.0355	2.95	2.3589	1.098	4.6066	4.456	C03045
0.9567	0.9567	0.9567	0.9567	0.9567	0.9567	0.7013	0.9677	0.814	0.5612	1.3459	1.0323	0.7161	0.451	1.1215	1.3525	1.4085	1.1843	0.4261	0.3189	1.0331	0.5332	1.2214	1.2859	1.0737	1.1778	1.3933	0.7544	0.7788	0.9022	C00628
0.1014	0.1047	0.1134	0.1476	0.114	0.1245	0.3331	0.4046	9.6396	10.013	8.4824	9.6753	9.3553	9.006	0.5476	0.6152	1.0706	0.6343	1.2235	0.9294	3.7945	1.3804	1.1143	1.5861	0.7096	0.8794	2.0836	1.6115	2.8504	1.2783	C00431
700.107	614.2194	595.4925	109.0827	145.8408	668.1567	150.248	107.8134	1.5968	1.2041	0.9481	1.3263	0.556	0.9784	1.4111	0.7044	0.6702	0.731	0.4095	0.6183	0.646	1.0019	0.5934	0.7655	1.3208	0.9981	0.5972	0.8038	0.5309	0.9914	C00296
18.894	3.6036	17.4549	18.9084	14.898	9.336	0.4877	1.0006	1.2034	0.8096	1.0007	0.6613	0.8845	0.5245	0.9994	1.5084	0.6465	1.0934	0.7292	0.7767	1.0544	0.6381	1.3063	0.9792	0.8059	1.1019	0.4557	0.8418	0.6812	0.581	C00310
7.7334	0.9195	9.8385	12.5964	11.9415	3	1.0257	0.9903	0.3065	0.3157	0.4916	0.5909	0.5082	0.5813	0.3065	0.3065	0.3065	0.3065	0.3065	0.3065	0.3065	0.3065	0.3065	0.3065	0.3065	0.3065	0.3065	0.3065	0.3065	0.3065	C02043
2.4756	1.2576	1.8837	1.6137	1.7721	1.5072	1.8839	1.3058	0.6482	0.8928	0.8381	0.4226	0.7947	0.7645	1.7754	1.6274	1.4372	1.2354	1.8765	1.2438	1.7012	1.6015	0.9695	1.4402	1.6098	0.8564	1.131	0.745	1.9138	2.1878	C02713
0.6489	0.9765	0.9312	0.6009	0.6513	0.9507	1.3822	1.2542	0.8078	0.7835	1.5589	1.5348	1.1326	0.9502	0.87	1.1186	1.0236	0.9764	1.0561	0.755	1.0318	0.7985	1.1165	1.3509	1.1486	0.8633	1.588	1.4063	1.0845	1.231	C08261
1.959	1.9689	1.7325	1.3263	1.3407	1.6542	1.2247	1.184	1.2376	1.2236	1.2708	1.4133	1.1095	1.1288	0.9378	0.858	1.0375	0.8015	0.6771	0.9192	1.0429	1.1616	0.7766	1.3	0.9625	1.1073	0.8949	1.2446	1.3216	1.0886	C02989
0.5016	2.1015	1.6665	0.7419	0.8592	0.8304	1.1661	0.7796	0.8596	1.5684	1.2769	0.6895	0.9672	0.644	1.7862	1.4427	1.8263	1.0124	1.2796	1.679	1.99	1.8949	1.0415	1.7042	1.036	0.9876	0.8248	0.9466	1.6497	1.5773	C06428
306.2538	194.5776	276.8667	103.3374	177.8721	64.7838	0.2983	0.2385	1.0256	0.6283	0.4773	0.3454	0.652	0.9744	0.4212	0.9352	3.2828	0.5436	1.9669	1.191	1.7216	83.6367	0.8854	0.2018	0.2238	0.79	1.5065	3.4331	0.8997	0.3103	C05122
1.2153	24.4254	0.8385	0.8385	0.8385	1.2219	0.5384	0.4229	0.4563	0.5283	0.2795	0.474	0.3941	0.3837	1.1359	1.0319	0.7967	0.7794	1.6395	1.2709	1.1097	2.1768	1.0682	1.1353	1.1092	1	1.1343	0.6312	1.9478	1.8482	C00329
0.4386	1.6029	1.8096	0.6363	0.5997	0.6126	0.9829	0.74	1.1804	1.5347	1.2627	0.6111	0.8895	0.7097	1.6599	1.3877	1.5597	0.8244	1.3011	1.3577	1.5741	1.6482	1.0171	1.4059	1.3936	1.1055	0.7345	0.7701	1.5455	1.3869	C06429
66.4437	7.1265	35.3859	28.1895	27.2772	15.7074	0.4369	1.0937	0.8423	1.2377	0.4699	0.5871	0.5558	0.8479	1.1701	0.8809	0.7589	1.0217	0.8606	1.6968	0.9913	2.0858	0.9147	0.8532	1.0087	0.7045	0.5698	0.8412	1.102	0.7775	C00137
0.2238	0.1881	0.1404	0.0927	0.1335	0.141	0.3169	0.5488	1.1287	0.4062	1.4681	0.7074	0.5293	0.4903	2.5039	1.9129	1.8	1.8643	1.065	0.5856	0.935	1.1705	1.5901	1.6207	1.8712	1.7185	1.6441	1.0738	1.5907	1.5221	C00031
