OTU	LBNL_CC002_M_18	LBNL_CC004_F_23	LBNL_CC004_M_24	LBNL_CC008_F_21	LBNL_CC008_M_22	LBNL_CC010_F_15	LBNL_CC010_M_16	LBNL_CC011_F_25	LBNL_CC011_M_26	LBNL_CC013_F_45	LBNL_CC013_M_46	LBNL_CC026_F_53	LBNL_CC028_F_31	LBNL_CC030_F_43	LBNL_CC030_M_44	LBNL_CC032_F_29	LBNL_CC032_M_30	LBNL_CC033_F_33	LBNL_CC033_M_34	LBNL_CC036_F_35	LBNL_CC036_M_36	LBNL_CC037_F_13	LBNL_CC037_M_14	LBNL_CC038_F_47	LBNL_CC038_M_48	LBNL_CC039_F_11	LBNL_CC050_F_41	LBNL_CC051_F_1	LBNL_CC051_M_2	LBNL_CC052_F_39	LBNL_CC055_M_6	LBNL_CC057_F_49	LBNL_CC061_F_51	LBNL_CC061_M_52	LBNL_CC065_F_9	LBNL_CC065_M_10	UNC_CC002_F_4	UNC_CC002_M_3	UNC_CC004_F_6	UNC_CC004_M_5	UNC_CC008_F_8	UNC_CC008_M_7	UNC_CC010_M_9	UNC_CC011_F_12	UNC_CC011_M_11	UNC_CC013_M_13	UNC_CC016_F_16	UNC_CC016_M_15	UNC_CC021_F_20	UNC_CC021_M_19	UNC_CC026_F_22	UNC_CC026_M_21	UNC_CC028_F_24	UNC_CC028_M_23	UNC_CC030_F_26	UNC_CC030_M_25	UNC_CC032_F_28	UNC_CC032_M_27	UNC_CC033_F_30	UNC_CC033_M_29	UNC_CC036_F_32	UNC_CC036_M_31	UNC_CC037_F_34	UNC_CC037_M_33	UNC_CC038_F_36	UNC_CC038_M_35	UNC_CC039_M_37	UNC_CC050_F_46	UNC_CC050_M_45	UNC_CC051_F_48	UNC_CC051_M_47	UNC_CC052_F_50	UNC_CC052_M_49	UNC_CC061_F_58	UNC_CC061_M_57	UNC_CC065_F_60	UNC_CC065_M_59
188427	0	1	0	0	0	0	0	1	0	0	0	2	1	1	21	1	145	0	0	92	0	1	10	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	28	78	0	0	28	1	4	0.333333333333333	4.5	0	0	84	600	137	106	0	0.5	92.5	163.5	20.5	49.5	166	5	1	0	0	0	1	3	0	19	0	2	0
1095264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
311695	3	10	7	2	5	6	0	1	6	4	1	15	0	5	4	2	0	8	0	0	2	10	2	6	30	1	6	0	0	3	0	10	9	7	2	2	15	0	7	10	4	0	9	1	0	1	10	0	7	0	6	0	12	6	0	0	0	0.5	1	0.5	4.5	1	7.5	6	0	12	9.5	0	9	0	0.5	3	6	0	0	209	109
169704	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0
197600	1	1	5	5	2	6	0	6	6	1	1	0	3	3	1	9	0	7	3	0	1	11	0	1	0	7	2	0	0.5	3	0	1	1	1	3	4	0	0	1	0	4	0	9	0	0	2	2	2	7	6	36	10.5	5	1	0	0	5.5	0	17	44	0.5	0.5	1	3.5	0.5	1	5	1	2	1	2	31	180	1	0	10	16
195476	0	2	0	3	0	0	0	1	0	1	1	1	0	0	1	0	3	0	0	2	1	2	2	0	4	0	0	1	0	0	0	0	0	1	1	1	0	0	2	0	1	0	0	1	0	0	0	0	5	1	2.33333333333333	0.5	1	1	7	7	8.5	2	1	9.5	1.5	0.5	0.5	2.5	0.5	1	1	1	3	0	1	3	9	0	0	0	2
163997	0	3	0	6	0	2	0	0	0	0	0	2	0	0	1	0	4	3	0	1	1	0	1	4	0	1	3	0	0	0	0	0	0	1	0	1	4	0	1	0	3	0	0	8	2	0	0	1	0	1	0	0	0	0	0	3.5	0	0	0	0	1.5	4	2	0.5	0.5	2	1.5	1	0	1	0	24	0	0	1	28	1
4378740	2	1	0	1	1	1	0	5	5	0	111	1	0	3	92	26	235	0	0	0	6	4	1	37	375	0	5	0.5	0	13	0	0	6	5	0	1	2	0	0	1	17	0	0	35	187	0	0	28	0	0	0	8.5	0	1	10	36.5	6.5	21	1	0.5	0	0	22.5	5	114	38	1	0	0	0	0	8	0	0	14	0	0
290178	25	87	45	64	45	82	0	6	41	31	96	102	64	58	47	38	175	84	158	80	66	20	55	122	56	4	91	0	1.5	81	0	139	156	120	23	48	88	0	68	120	57	2	1	46	1	1	35	45	1	2	1.66666666666667	1	22	11	13	7.5	105	35.5	68	5.5	13.5	13	26	23.5	102	44	14	30.5	27	0	0	99	4	32	74	0	0
631564	1	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	7	0	0	4	0	0	5	0	3	0	1	0	1	1	0	1	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	4	0	0	29.5	2	0	0	2.5	0	0	1	0	0	0
3013444	10	28	26	29	23	24	0	2	10	26	69	14	12	20	29	1	21	51	25	11	30	12	43	75	0	14	31	0	0	0	0	50	36	29	7	20	39	0	68	38	86	0	2	59	24	379	276	380	262	241	83	56.5	288	236	104	25	0.5	85.5	0	0.5	125	75	202.5	316	222.5	331	6.5	60.5	189	0	2	1	1	12	139	0	0
315256	20	9	35	20	18	6	8	49	25	13	19	0	4	33	31	29	5	5	1	0	23	16	6	19	0	29	5	4	7.5	13	0	4	7	2	8	11	5	2	5	7	2	0	8	0	1	0	37	0	0	12	13.6666666666667	2	0	23	1	51	3.5	0	2	27.5	1	0.5	1.5	5.5	1	6	3	1.5	4	5	4	9	12	25	0	74	67
4476780	17	2	6	5	5	3	14	18	8	2	0	0	3	5	4	8	0	2	0	4	3	8	3	1	0	2	1	18.5	21.5	0	9	0	0	5	27	6	0	8	2	1	0	0	24	0	0	22	0	0	0	0	1	0	0	0	0	0	0	3.5	0	0	0.5	0	19	25.5	0	4	0	15	0	22	15	0	0	0	0	16	10
308598	4	3	3	0	3	3	1	0	0	2	5	1	2	7	3	6	4	0	28	1	3	5	1	4	18	2	0	2.5	2.5	53	4	3	2	1	6	4	0	1	2	1	3	101	1	2	2	18	11	3	0	15	1	3.5	12	10	3	3.5	66	2	23	44.5	0	1.5	29	15.5	12	2	0	1	1	4	2	18	4	1	2	0	0
260553	10	10	19	14	19	13	1	38	24	13	4	8	3	20	9	27	4	6	1	0	15	28	4	5	0	23	2	0.5	0.5	2	0	2	2	5	4	12	0	1	3	5	9	0	1	0	0	2	0	0	2	0	47.3333333333333	5.5	3	6	0	0.5	4.5	2.5	8	2	1	0	9.5	1.5	5	4	10.5	1	3	0	0.5	16	12	1	0	12	25
4476330	0	2	0	1	0	1	0	0	0	0	0	2	0	1	1	1	2	5	0	5	2	0	1	0	2	0	1	0	0	0	0	6	2	2	0	0	2	0	1	0	0	0	0	1	8	0	0	0	1	1	2.33333333333333	0.5	0	0	3	2	0.5	1	0	0	1.5	1.5	1.5	1	0	0	0.5	3.5	0	0	3	1	0	0	1	0	0
242029	7	24	11	9	16	23	0	2	21	8	101	19	5	31	11	6	3	23	3	12	8	5	16	14	1	0	54	0	0.5	5	0	11	45	38	4	19	15	0	22	30	30	0	4	0	0	68	66	12	113	52	142	351.5	122	65	1	0	51.5	21.5	280	264	6.5	7	3.5	6.5	45.5	7	4	0	50	0	0	6	0	99	16	0	0
191656	7	12	12	9	12	6	5	28	17	11	5	7	1	11	13	14	2	7	2	6	9	11	10	9	3	10	5	6	5.5	18	8	7	2	0	6	10	6	4	6	3	6	0	14	0	4	5	7	2	8	4	23	11.5	6	11	5	11.5	1.5	1	5	27	4	0.5	6	5.5	2.5	8	75	3	11	4	4.5	33	13	2	0	31	38
185989	8	12	14	15	8	17	6	6	12	8	4	15	11	132	54	8	19	32	247	4	12	8	18	9	1	14	14	7.5	9.5	5	0	9	9	19	12	10	14	0	18	10	4	0	21	1	0	5	10	0	71	50	9.66666666666667	1	4	18	3	0	3	0.5	4	289	3.5	5	14	6	0.5	9	27.5	2	0	4	3	9	27	0	0	6	1
269418	1	3	4	3	5	1	0	0	6	1	0	7	2	5	3	1	0	7	2	3	4	5	5	2	2	2	2	0	0	4	0	4	1	2	7	3	8	0	2	4	2	0	2	5	4	1	2	3	6	2	1.33333333333333	3	1	2	3	1.5	1	0.5	0	2	1	2.5	1.5	3	0.5	0	14	2	5	0	2	9	0	0	0	7	2
3172949	3	0	1	1	1	0	3	0	0	1	0	0	2	1	0	3	1	0	1	2	0	2	5	0	0	0	0	7	11.5	0	8	0	2	1	5	1	0	3	1	2	2	0	4	4	0	0	2	0	1	0	1	0	0	1	4	1	1	1.5	0	0	0.5	1	3	1	1	0	2	5	5	20	11	1	0	6	7	13	11
183446	36	0	0	3	0	1	31	1	0	0	0	2	0	10	1	0	1	1	0	1	1	0	5	1	3	0	0	213	117	0	0	0	1	1	0	0	12	195	2	2	0	0	78	0	0	0	0	0	0	0	4.33333333333333	0	0	0	0	0.5	2	203	0	0	0	0.5	1	0	0.5	3	0	223	0	263	333.5	0	2	9	1	46	31
271706	11	0	1	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	1	61.5	1	0	0	2	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0.5	0	0	1	0.5	0	3	10	28	0	3	23	0	0	1	0	0	1
318162	5	4	10	7	5	9	36	15	15	12	3	4	8	16	5	14	9	4	2	2	5	6	2	4	0	21	3	5.5	1.5	0	16	2	6	4	13	7	1	0	6	2	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0.5	1	0	0	2	0.5	0	0	0	0	0	0	0	0	0	0
134065	21	10	39	25	29	8	19	60	40	24	4	4	3	27	10	50	52	7	5	5	28	46	9	21	23	25	6	2.5	2.5	77	19	9	1	3	13	25	3	0	4	2	3	0	10	0	0	3	1	7	0	0	28.6666666666667	12	5	6	0	1.5	1.5	6	29	5	0	2	3	9.5	0.5	13	5	2	5	2	5	61	76	1	0	10	75
4449524	1	1	0	3	3	5	0	0	1	0	0	1	2	0	0	0	11	1	0	13	1	0	5	0	3	0	0	0	0.5	0	0	8	1	3	0	3	2	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4.5	2	1	0	0	2	0	1	2	0	0	0	0	0	0	0	0
828708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465433	1	8	2	2	3	0	0	0	2	3	9	3	2	2	5	5	5	4	1	5	6	0	4	12	10	1	5	0	0	7	0	8	1	5	2	2	18	0	12	10	9	0	0	5	4	55	25	45	2	18	7.33333333333333	16	30	13	14	15	26	9	0	0	31	14.5	6.5	1.5	5.5	18	0	27	29	0	0	1	2	0	22	0	0
194518	1	13	11	11	4	11	0	0	8	4	27	27	1	23	18	3	13	14	11	1	15	7	16	3	0	2	18	0	0	0	0	2	15	9	7	9	24	0	8	16	2	0	0	0	1	0	6	0	0	1	17.6666666666667	17.5	0	0	0	11	0	6	0	0	0.5	4	8.5	6	0	2	0.5	1	0	0	0	0	0	15	0	0	0
214116	27	0	1	1	6	3	62	0	0	13	0	0	5	5	1	0	0	3	0	0	0	4	7	3	0	11	0	93.5	149	0	61	1	2	2	24	2	0	45	0	0	0	0	12	0	0	1	1	0	1	17	0.666666666666667	2	1	11	0	0	0.5	5	0	0.5	2	12	6.5	15.5	0.5	4	53	48	9	43	90.5	0	0	1	0	118	4
355097	70	41	93	65	56	27	199	108	99	115	55	37	23	56	44	74	30	45	10	3	70	99	66	64	0	111	52	39.5	24	1	111	16	36	28	103	91	37	1	43	28	41	0	5	1	0	0	1	1	5	1	2.33333333333333	1.5	1	5	5	0.5	1	1	0	0	0.5	5.5	22	8	0	16	3	0	1	0	1	1	4	2	0	1	2
267914	12	21	20	20	27	23	9	19	31	13	0	30	26	13	11	15	4	11	2	0	26	28	16	11	0	15	33	0.5	0	16	0	13	14	25	5	27	25	0	20	28	7	0	0	0	0	4	18	0	0	2	6	10	2	1	5	2	2.5	2	0	0	4	1.5	23	8	3.5	3	3.5	5.5	3	0	7	33	13	7	0	33	31
198644	90	14	19	26	21	48	220	14	13	21	5	22	30	31	7	13	21	18	22	39	25	51	82	14	3	10	16	216	461	2	263	31	33	15	111	77	21	159	18	17	33	1	172	42	7	16	58	67	32	13	19.3333333333333	14.5	31	20	150	79	33	29.5	16	12.5	39.5	25	78	28	60	34	41	205	163	532	368.5	17	22	129	224	269	284
320123	46	24	65	31	44	22	0	82	57	81	33	11	32	27	32	75	37	41	24	5	42	28	21	76	64	55	12	0	1	24	0	19	39	17	5	23	14	0	22	26	23	0	0	5	26	100	40	50	5	15	64	36.5	59	14	40	26.5	33	31	94	23	16.5	15.5	41	24	50.5	37	1	4.5	30	0	0	219	22	169	87	1	0
332317	5	0	3	4	1	3	9	8	5	3	1	1	0	1	4	3	0	3	7	1	3	6	0	3	4	5	2	6	5.5	3	2	2	1	1	3	4	2	2	1	2	0	4	3	3	0	10	3	1	0	4	0.666666666666667	0.5	2	0	0	0	2.5	1	4	2	1	0.5	1	0.5	6.5	2	0	1	1	2	2	3	0	0	0	1	1
310945	11	26	15	12	18	12	0	12	23	3	1	36	28	5	13	6	1	30	4	0	12	8	14	9	0	11	28	7.5	8.5	3	0	9	12	20	4	14	41	1	22	15	36	0	45	4	2	0	4	1	12	6	13.6666666666667	13	7	3	0	3	1.5	0.5	2	30.5	3	5	15	8.5	9	8	14.5	5	3	3	6	8	6	10	0	15	31
175077	0	0	0	0	0	0	3	0	0	0	1	0	0	99	49	0	0	1	1	3	0	0	0	0	0	2	0	0	0.5	9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	64	31	0	1	0	9	0	0	0	0	0	1.5	4	0.5	0.5	0	0	0	0	0	0	1	0	1	0	0	0	0	0
259859	37	4	6	5	7	5	17	10	5	5	0	0	2	2	1	7	0	2	1	1	5	6	7	2	0	4	1	113	86	0	19	0	1	3	33	18	0	14	2	3	0	0	3	0	0	0	0	0	0	0	1	0.5	0	0	0	0	0	1.5	0	0	0	1	0	0.5	0	4	0	4	0	8	13	0	0	2	0	11	17
318732	51	5	3	11	4	25	2	0	5	2	0	1	0	1	0	16	0	1	2	1	1	22	37	0	0	1	1	0.5	2	0	308	4	3	2	185	38	4	6	0	0	0	2	0	2	0	0	4	0	0	1	3.66666666666667	0.5	269	1	1	0	0.5	296.5	443	2	0	0	1.5	381.5	2.5	5	1.5	2	1	35	33.5	2	3	1	1	1	4
317031	9	1	4	2	4	1	0	9	1	3	1	1	2	1	6	2	1	5	0	0	4	9	4	0	0	0	2	3	1	3	0	0	4	0	0	0	1	3	2	0	8	0	1	0	0	0	1	0	3	2	9	1.5	0	1	0	0	0	1	0	3	0	0	0.5	0.5	1	1	8	0	0	0	1.5	8	40	4	0	1	2
211234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	2	0	0	0	0	0	0	0.5	0	0	0.5	1	0	0	0	1	0	0	0	0	0	0	0
179513	1	1	0	0	2	0	0	0	0	0	1	0	1	0	1	0	1	1	2	0	2	1	2	0	0	5	0	1	1	0	2	1	0	0	0	0	1	1	0	0	1	0	2	0	0	0	1	0	1	0	2	1	1	2	0	0	1	0.5	0	0	1	0	0.5	1	0.5	3	3.5	0	0	0	0.5	2	1	1	0	1	1
195711	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5	42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
790663	26	0	1	0	0	0	6	0	1	0	0	0	0	12	0	0	0	0	17	1	0	0	0	3	4	74	0	15.5	1	0	0	0	2	0	0	0	11	69	0	0	0	0	27	0	1	0	1	26	0	80	21.6666666666667	0.5	0	0	0	2	0	0.5	0	74	1	5.5	43.5	14	0	1	152	7	0	58	52.5	40	14	5	0	0	2
267752	0	0	0	0	0	0	0	0	1	0	0	3	3	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
272184	12	8	6	1	11	5	2	16	12	4	5	3	8	6	8	7	4	11	2	5	10	11	21	6	0	9	3	13	3	9	6	2	3	0	21	11	9	33	4	16	7	0	8	1	1	1	10	7	20	3	4.66666666666667	8.5	16	8	22	7	2.5	3.5	2	12	10	2.5	16	13.5	5	4	22.5	32	12	3	12	22	12	1	2	18	22
190026	9	17	12	17	23	12	0	0	4	35	12	16	33	8	42	1	19	23	5	26	17	3	10	17	2	2	15	0	1	0	0	11	38	24	6	16	27	0	20	15	36	0	2	8	3	7	31	9	35	15	32.3333333333333	31	23	23	20	14.5	21	46	4	31	32	40.5	13	2.5	77.5	14	4	35	32	0	0	30	101	52	27	0	0
112891	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	9	2	0	37	0	0	0	26	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	7	0	21	10.5	0	0	0	0	0	5
262095	7	1	10	2	7	2	0	19	13	14	1	1	0	1	1	2	0	6	8	1	8	4	5	2	3	3	0	1.5	1	0	0	0	0	1	1	0	0	1	0	0	0	0	3	0	0	44	0	0	0	0	0.333333333333333	0	0	0	0	0	49.5	0.5	2	0	0	0	0	0	0	3	2	3.5	0	0	5.5	0	0	0	0	3	1
270866	4	7	2	7	3	4	1	2	2	1	18	7	6	2	3	3	7	3	0	7	2	3	3	0	5	3	4	7	5.5	7	3	6	4	2	4	0	2	7	2	5	11	0	3	3	2	5	9	7	14	8	6	1	5	9	6	2.5	19.5	20.5	6	9	8.5	14	5.5	8	3	4	1	15	11	3	13.5	7	5	4	6	23	15
4455677	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5	19	0	0	0	0	0	0	0	11	6	0	0	5	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	4	21.5	12.5	0	0	2	0	0	0	18	5	0	0	0	0	0	1
771177	4	2	5	2	3	1	6	21	14	8	8	0	23	4	1	12	0	3	0	1	10	9	4	2	13	28	1	1	18	0	1	0	0	0	4	5	0	2	1	1	1	0	3	1	1	0	0	2	0	1	2	2.5	2	3	0	0.5	0.5	0	0	5	0.5	0.5	0.5	0	0	3	23	3.5	2	0	2.5	0	1	0	0	4	0
277104	49	24	40	19	47	12	0	48	46	57	36	13	2	32	54	40	50	27	3	43	34	43	21	9	8	16	12	18.5	1.5	30	16	36	7	18	31	30	10	171	24	28	0	1	19	0	0	0	0	85	25	43	152.666666666667	143	31	56	0	127.5	0.5	0.5	39	86	16	3.5	8.5	13.5	0.5	18	14.5	61.5	95	7	6.5	189	126	4	31	76	117
317399	0	0	0	3	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	8	3	0	0	0	0	1.5	5.5	0	7	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2883968	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	1	2	0	0	0	2	0	0	0	0	5.5	3	4	0	1	3	0	2	5	0	2	0	0	1	0	3	0	0	0	2	1	3	2	0.333333333333333	0	0	0	1	0	1	7	10	1	2	0.5	1	7	0	1	1	1.5	0	2	2.5	1	0	5	0	1	2
188889	21	70	38	53	66	71	0	2	16	21	0	28	84	15	18	4	56	91	4	284	88	5	102	26	15	2	32	0	0.5	0	0	173	32	41	11	51	21	0	78	78	0	3	0	1	0	0	5	0	6	9	1	0	33	28	0	0	0	0	0	0	78.5	42	19	14	7.5	46	13	15	44	0	0	0	0	2	0	1	0
185917	0	1	0	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	6	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	5	2	0	0	0
182176	2	2	2	5	1	0	0	5	1	4	0	1	0	0	0	27	1	5	0	0	0	0	3	0	26	0	3	0	0.5	0	0	0	2	8	0	0	0	0	2	3	2	851	0	453	515	8	2	1	0	222	0	1	0	0	0	0	0	0	0	0	79	2.5	1.5	1.5	3.5	0	1	0.5	0	0	0	0	1	0	137	0	0
332364	103	101	137	83	113	55	6	178	108	45	11	70	38	51	66	154	6	94	77	184	109	128	70	32	14	134	72	38.5	34	6	32	28	47	48	44	61	80	12	63	48	16	7	7	20	2	41	104	38	83	30	22.6666666666667	21	282	43	8	12	2	16	2	89	50	142.5	68.5	74.5	37	41	32.5	9.5	13	5	15.5	75	0	276	34	0	9
175646	11	39	26	26	24	51	0	3	9	15	3	38	3	15	15	5	27	25	36	7	28	11	34	32	10	0	38	0	0	9	0	50	45	51	7	31	27	0	32	42	32	0	1	3	0	8	10	17	11	1	1.33333333333333	2	10	2	10	2	7	2.5	10	3.5	6	6.5	23	13	39	21	5.5	7.5	6	0	0	5	2	3	1	0	0
724472	2	1	2	1	3	0	0	0	2	1	0	1	0	0	0	4	0	2	1	1	1	6	1	0	0	2	0	1	0.5	2	2	1	2	0	4	3	0	0	1	0	0	0	0	0	0	0	0	6	0	0	1.33333333333333	1	2	0	3	0	4	1	0	1.5	0	0	0	0	4.5	1	1.5	0	0	0	0.5	4	5	1	0	1	1
309382	12	18	29	15	30	16	0	40	26	29	12	13	9	15	11	40	5	25	6	9	22	39	17	78	21	69	14	0	0	17	0	13	14	20	5	24	6	0	18	11	10	0	0	0	0	13	21	40	8	10	65.3333333333333	37	41	43	1	6.5	18.5	1.5	13	37	8	7	15.5	17	159	23	3.5	0.5	32	0	0.5	1	43	33	4	0	0
4383135	0	0	0	0	0	4	92	0	0	0	0	0	0	0	0	0	0	0	8	1	1	2	12	0	0	12	0	0	13.5	0	17	0	4	0	11	9	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5	1	0.5	0	98.5	10.5	0	2	4	0	0	1	0	0	0
4405128	4	8	5	8	4	5	0	0	4	3	0	4	17	1	13	2	6	21	1	18	13	3	12	2	3	0	5	0	0	0	0	6	1	7	6	2	18	0	8	4	0	0	0	1	0	0	0	0	8	3	0	1.5	2	3	6	9	0	0	0	0	12.5	20	5.5	4	0.5	1	0.5	11.5	13	0	0	0	0	1	0	0	0
180465	1	0	0	0	0	0	1	1	1	4	4	0	5	1	0	0	2	0	4	4	0	0	1	0	16	0	0	2.5	11.5	2	0	3	1	1	0	0	0	6	0	1	8	0	1	6	1	0	2	7	0	3	9	0.5	14	10	17	13.5	1	0.5	1	22	2.5	3.5	4.5	2	4.5	7	1.5	1	4	7	4.5	8	0	2	1	8	0
322839	6	3	26	6	9	3	8	24	13	13	1	1	11	9	2	16	4	4	0	2	9	20	8	2	2	21	0	2	28	12	13	0	9	3	13	9	0	6	2	0	22	0	14	3	0	17	21	4	17	7	7	16.5	42	11	27	0.5	1.5	16	36	5	6	6.5	0	6	3	3	63.5	43.5	108	86	49	11	1	0	6	28	6
189778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.5	0	0	0	4	0	0	0	0	0	2	0	0
267110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0
273954	0	1	0	3	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.666666666666667	0	0	0	0	0	1	0	2	1	0.5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0
263138	3	3	3	2	2	4	1	1	1	5	1	2	1	1	5	0	9	2	2	1	2	3	2	4	10	1	1	0	0	0	0	1	4	4	0	0	0	0	1	1	0	0	2	0	0	7	4	5	0	0	5.66666666666667	1	1	2	4	0	41	0.5	0	8	0	0	0.5	1	13	0	1.5	0	1	0	0	13	2	4	0	2	9
181719	8	27	13	9	30	22	0	2	15	12	0	32	13	31	19	2	14	34	3	193	22	9	38	22	4	37	17	0	0.5	0	0	29	40	20	4	20	27	0	76	26	31	1	0	7	13	1	285	189	7	21	8	91.5	6	65	118	92.5	136	9.5	0	0	52.5	31	192	316	2.5	11	3.5	9	10	1	1	0	0	0	24	0	0
276149	31	7	19	17	14	1	6	26	29	12	1	2	5	15	4	24	4	11	1	20	18	17	4	6	10	21	2	83	51	12	29	4	3	12	10	15	11	53	6	5	8	28	20	1	2	60	1	1	0	25	1.33333333333333	0	0	0	37	17	6	12	4	1.5	36	3	4	2	25	1	10	14.5	0	66	40.5	11	2	1	22	15	11
259275	2	2	5	3	6	2	2	1	9	3	9	7	2	1	3	3	2	6	0	2	0	3	9	4	1	2	7	4.5	2	5	1	2	2	2	4	3	8	9	8	3	1	0	11	4	6	0	3	8	8	3	6.66666666666667	5.5	6	9	6	7	0.5	3	6	8.5	2.5	3	3	5	4	3	9.5	6	8	2	4.5	5	1	5	5	9	9
329528	3	2	0	6	2	0	0	0	2	1	0	0	3	0	1	0	0	0	0	0	3	2	2	0	0	2	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0.5	0	0	0	0	0	0	0	1	0.5	0	0	0	0	0	0	0	0	0	0
265052	2	0	0	1	1	0	0	0	0	0	174	0	0	0	0	0	0	3	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
276478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	18	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	24	22.5	0	0	1	0	0	0
