Rxn	KO	Reac	Prod	Path	ReacProd	stoichReac	stoichProd
R10741	K18565	C17399	C11755	00332	C17399 => C11755	1	1
R10741	K18565	C17399	C11755	01130	C17399 <=> C11755	1	1
R10742	K18565	C11755	C20815	00332	C11755 => C20815	1	1
R10742	K18565	C11755	C20815	01130	C11755 <=> C20815	1	1
R10742	K18565	C20815	C11755	01130	C11755 <=> C20815	1	1
R10745	K18566	C06664	C17377	00332	C06664 <=> C17377	1	1
R10745	K18566	C06664	C17377	01130	C06664 <=> C17377	1	1
R10745	K18566	C17377	C06664	00332	C06664 <=> C17377	1	1
R10745	K18566	C17377	C06664	01130	C06664 <=> C17377	1	1
R10746	K18566	C17399	C20816	01130	C20816 <=> C17399	1	1
R10746	K18566	C20816	C17399	00332	C20816 => C17399	1	1
R10746	K18566	C20816	C17399	01130	C20816 <=> C17399	1	1
R10747	K17879	C00010	C01134	00332	C00010 => C01134	1	1
R10747	K17879	C00010	C01134	01130	C00010 <=> C01134	1	1
R10747	K17879	C01134	C00010	01130	C00010 <=> C01134	1	1
R10747	K18568	C00010	C01134	00332	C00010 => C01134	1	1
R10747	K18568	C00010	C01134	01130	C00010 <=> C01134	1	1
R10747	K18568	C01134	C00010	01130	C00010 <=> C01134	1	1
R10748	K18569	C00831	C01134	01130	C01134 <=> C00831	1	1
R10748	K18569	C01134	C00831	00332	C01134 => C00831	1	1
R10748	K18569	C01134	C00831	01130	C01134 <=> C00831	1	1
R10750	K18570	C17373	C17374	01130	C17374 <=> C17373	1	1
R10750	K18570	C17374	C17373	00332	C17374 => C17373	1	1
R10750	K18570	C17374	C17373	01130	C17374 <=> C17373	1	1
R10751	K18571	C17373	C20814	00332	C17373 => C20814	1	1
R10751	K18571	C17373	C20814	01130	C17373 <=> C20814	1	1
R10751	K18571	C20814	C17373	01130	C17373 <=> C20814	1	1
R10752	K18572	C20814	C20816	00332	C20814 => C20816	1	1
R10752	K18572	C20814	C20816	01130	C20814 <=> C20816	1	1
R10752	K18572	C20816	C20814	01130	C20814 <=> C20816	1	1
R10758	K18593	C00989	C11062	00720	C00989 => C11062	1	1
R10758	K18593	C00989	C11062	01120	C00989 <=> C11062	1	1
R10758	K18593	C11062	C00989	01120	C00989 <=> C11062	1	1
R10767	K20579	C00397	C18001	00524	C00397 => C18001	1	1
R10767	K20579	C00397	C18001	01130	C00397 <=> C18001	1	1
R10767	K20579	C18001	C00397	01130	C00397 <=> C18001	1	1
R10768	K20579	C01822	C20699	00524	C01822 => C20699	1	1
R10768	K20579	C01822	C20699	01130	C01822 <=> C20699	1	1
R10768	K20579	C20699	C01822	01130	C01822 <=> C20699	1	1
R10769	K18687	C20199	C20838	00984	C20199 => C20838	1	1
R10769	K18687	C20199	C20838	01120	C20199 <=> C20838	1	1
R10769	K18687	C20838	C20199	01120	C20199 <=> C20838	1	1
R10771	K20423	C20841	C20842	01059	C20841 => C20842	1	1
R10771	K20423	C20841	C20842	01130	C20841 <=> C20842	1	1
R10771	K20423	C20842	C20841	01130	C20841 <=> C20842	1	1
R10777	K19794	C05281	C20846	00240	C05281 <=> C20846	1	1
R10777	K19794	C20846	C05281	00240	C05281 <=> C20846	1	1
R10778	K19795	C20846	C00086	00240	C20846 => C02170 + C00086	1	1
R10778	K19795	C20846	C02170	00240	C20846 => C02170 + C00086	1	1
R10779	K18689	C00418	C20847	00900	C00418 => C20847	1	1
R10779	K18689	C00418	C20847	01110	C00418 <=> C20847	1	1
R10779	K18689	C00418	C20847	01130	C00418 <=> C20847	1	1
R10779	K18689	C20847	C00418	01110	C00418 <=> C20847	1	1
R10779	K18689	C20847	C00418	01130	C00418 <=> C20847	1	1
R10780	K18690	C20847	C20848	00900	C20847 => C20848	1	1
R10780	K18690	C20847	C20848	01110	C20847 <=> C20848	1	1
R10780	K18690	C20847	C20848	01130	C20847 <=> C20848	1	1
R10780	K18690	C20848	C20847	01110	C20847 <=> C20848	1	1
R10780	K18690	C20848	C20847	01130	C20847 <=> C20848	1	1
R10782	K14534	C00877	C11062	00650	C11062 <=> C00877	1	1
R10782	K14534	C00877	C11062	01120	C11062 <=> C00877	1	1
R10782	K14534	C00877	C11062	01200	C11062 <=> C00877	1	1
R10782	K14534	C11062	C00877	00650	C11062 <=> C00877	1	1
R10782	K14534	C11062	C00877	00720	C11062 => C00877	1	1
R10782	K14534	C11062	C00877	01120	C11062 <=> C00877	1	1
R10782	K14534	C11062	C00877	01200	C11062 <=> C00877	1	1
R10783	K18857	C08492	C16310	01110	C16310 <=> C08492	1	1
R10783	K18857	C16310	C08492	00592	C16310 => C08492	1	1
R10783	K18857	C16310	C08492	01110	C16310 <=> C08492	1	1
R10784	K18775	C06215	C01725	00500	C06215 => C01725	1	1
R10787	K13873	C00259	C01114	00053	C00259 <=> C01114	1	1
R10787	K13873	C01114	C00259	00053	C00259 <=> C01114	1	1
R10787	K19660	C00259	C01114	00053	C00259 <=> C01114	1	1
R10787	K19660	C01114	C00259	00053	C00259 <=> C01114	1	1
R10788	K18337	C00507	C02991	00051	C00507 => C02991	1	1
R10788	K18337	C00507	C02991	01120	C00507 <=> C02991	1	1
R10788	K18337	C02991	C00507	01120	C00507 <=> C02991	1	1
R10796	K20420	C20856	C20857	01059	C20856 => C20857	1	1
R10796	K20420	C20856	C20857	01130	C20856 <=> C20857	1	1
R10796	K20420	C20857	C20856	01130	C20856 <=> C20857	1	1
R10802	K18853	C05927	C01217	00790	C05927 => C01217	1	1
R10804	K04628	C03201	C20859	00565	C03201 => C20859	1	1
R10805	K01019	C20859	C20825	00565	C20859 => C20825	1	1
R10820	K20034	C08276	C20870	00920	C08276 => C20870	1	1
R10825	K10203	C00083	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10203	C00083	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10203	C20876	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10203	C20876	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10203	C20877	C00083	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10203	C20877	C20876	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10205	C00083	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10205	C00083	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10205	C20876	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10205	C20876	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10205	C20877	C00083	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10205	C20877	C20876	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10244	C00083	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10244	C00083	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10244	C20876	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10244	C20876	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10244	C20877	C00083	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10244	C20877	C20876	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10245	C00083	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10245	C00083	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10245	C20876	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10245	C20876	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10245	C20877	C00083	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10245	C20877	C20876	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10246	C00083	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10246	C00083	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10246	C20876	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10246	C20876	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10246	C20877	C00083	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10246	C20877	C20876	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10247	C00083	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10247	C00083	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10247	C20876	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10247	C20876	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10247	C20877	C00083	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10247	C20877	C20876	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10248	C00083	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10248	C00083	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10248	C20876	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10248	C20876	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10248	C20877	C00083	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10248	C20877	C20876	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10249	C00083	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10249	C00083	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10249	C20876	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10249	C20876	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10249	C20877	C00083	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10249	C20877	C20876	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10250	C00083	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10250	C00083	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10250	C20876	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K10250	C20876	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10250	C20877	C00083	01110	C00083 + C20876 <=> C20877	1	1
R10825	K10250	C20877	C20876	01110	C00083 + C20876 <=> C20877	1	1
R10825	K15397	C00083	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K15397	C00083	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K15397	C20876	C20877	00062	C20876 + C00083 => C20877	1	1
R10825	K15397	C20876	C20877	01110	C00083 + C20876 <=> C20877	1	1
R10825	K15397	C20877	C00083	01110	C00083 + C20876 <=> C20877	1	1
R10825	K15397	C20877	C20876	01110	C00083 + C20876 <=> C20877	1	1
R10826	K10251	C20877	C20878	00062	C20877 => C20878	1	1
R10826	K10251	C20877	C20878	01110	C20878 <=> C20877	1	1
R10826	K10251	C20878	C20877	01110	C20878 <=> C20877	1	1
R10827	K10703	C20878	C20879	00062	C20878 => C20879	1	1
R10827	K10703	C20878	C20879	01110	C20878 <=> C20879	1	1
R10827	K10703	C20879	C20878	01110	C20878 <=> C20879	1	1
R10828	K10258	C20879	C20876	00062	C20879 => C20876	1	1
R10830	K01195	G00526	G00711	00531	G00526 => G00711	1	1
R10831	K01207	G00711	G10008	00531	G00711 <=> G10008	1	1
R10831	K01207	G00711	G10008	00531	G00711 => G10008	1	1
R10831	K01207	G10008	G00711	00531	G00711 <=> G10008	1	1
R10841	K18981	C00333	C20889	00053	C00333 => C20889	1	1
R10846	K18982	C20889	C20896	00053	C20889 => C20896	1	1
R10847	K18983	C20896	C00679	00053	C20896 => C00679	1	1
R10848	K08322	C00800	C00905	00040	C00800 <=> C00905	1	1
R10848	K08322	C00905	C00800	00040	C00800 <=> C00905	1	1
R10849	K19005	C06365	C20897	00561	C06365 => C20897	1	1
R10850	K19002	C00641	C06364	00561	C00641 => C06364	1	1
R10851	K16066	C05519	C03508	00260	C05519 => C03508	1	1
R10858	K16873	C11101	C20450	00365	C11101 => C20450	1	1
R10858	K16873	C11101	C20450	01120	C11101 <=> C20450	1	1
R10858	K16873	C20450	C11101	01120	C11101 <=> C20450	1	1
R10859	K03526	C11453	C11811	00900	C11453 => C11811	1	1
R10860	K18978	C00118	C00197	00010	C00118 => C00197	1	1
R10860	K18978	C00118	C00197	00030	C00118 => C00197	1	1
R10860	K18978	C00118	C00197	01120	C00118 <=> C00197	1	1
R10860	K18978	C00118	C00197	01200	C00118 => C00197	1	1
R10860	K18978	C00197	C00118	01120	C00118 <=> C00197	1	1
R10866	K03737	C00011	C00022	00720	C00011 + C00024 => C00022	1	1
R10866	K03737	C00011	C00022	01120	C00011 + C00024 <=> C00022	1	1
R10866	K03737	C00022	C00011	01120	C00011 + C00024 <=> C00022	1	1
R10866	K03737	C00022	C00024	00620	C00022 <=> C00024	1	1
R10866	K03737	C00022	C00024	01120	C00011 + C00024 <=> C00022	1	1
R10866	K03737	C00022	C00024	01200	C00024 <=> C00022	1	1
R10866	K03737	C00024	C00022	00720	C00011 + C00024 => C00022	1	1
R10866	K03737	C00024	C00022	01120	C00011 + C00024 <=> C00022	1	1
R10866	K03737	C00024	C00022	01200	C00024 <=> C00022	1	1
R10866	K03737	C00024	C00022	00620	C00022 <=> C00024	1	1
R10880	K05375	C00062	C17355	00261	C00065 + C12323 + C00062 => C17355	1	1
R10880	K05375	C00062	C17355	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K05375	C00065	C17355	00261	C00065 + C12323 + C00062 => C17355	1	1
R10880	K05375	C00065	C17355	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K05375	C12323	C17355	00261	C00065 + C12323 + C00062 => C17355	3	1
R10880	K05375	C12323	C17355	01130	C00065 + C12323 + C00062 <=> C17355	3	1
R10880	K05375	C17355	C00062	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K05375	C17355	C00065	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K05375	C17355	C12323	01130	C00065 + C12323 + C00062 <=> C17355	1	3
R10880	K19102	C00062	C17355	00261	C00065 + C12323 + C00062 => C17355	1	1
R10880	K19102	C00062	C17355	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K19102	C00065	C17355	00261	C00065 + C12323 + C00062 => C17355	1	1
R10880	K19102	C00065	C17355	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K19102	C12323	C17355	00261	C00065 + C12323 + C00062 => C17355	3	1
R10880	K19102	C12323	C17355	01130	C00065 + C12323 + C00062 <=> C17355	3	1
R10880	K19102	C17355	C00062	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K19102	C17355	C00065	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K19102	C17355	C12323	01130	C00065 + C12323 + C00062 <=> C17355	1	3
R10880	K19103	C00062	C17355	00261	C00065 + C12323 + C00062 => C17355	1	1
R10880	K19103	C00062	C17355	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K19103	C00065	C17355	00261	C00065 + C12323 + C00062 => C17355	1	1
R10880	K19103	C00065	C17355	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K19103	C12323	C17355	00261	C00065 + C12323 + C00062 => C17355	3	1
R10880	K19103	C12323	C17355	01130	C00065 + C12323 + C00062 <=> C17355	3	1
R10880	K19103	C17355	C00062	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K19103	C17355	C00065	01130	C00065 + C12323 + C00062 <=> C17355	1	1
R10880	K19103	C17355	C12323	01130	C00065 + C12323 + C00062 <=> C17355	1	3
R10881	K19104	C17352	C17355	01130	C17355 <=> C17352	1	1
R10881	K19104	C17355	C17352	00261	C17355 => C17352	1	1
R10881	K19104	C17355	C17352	01130	C17355 <=> C17352	1	1
R10882	K19106	C01941	C17351	01130	C17351 <=> C01941	1	1
R10882	K19106	C17351	C01941	00261	C17351 => C01941	1	1
R10882	K19106	C17351	C01941	01130	C17351 <=> C01941	1	1
R10883	K19105	C17351	C17352	01130	C17352 <=> C17351	1	1
R10883	K19105	C17352	C17351	00261	C17352 => C17351	1	1
R10883	K19105	C17352	C17351	01130	C17352 <=> C17351	1	1
R10887	K19108	C20913	C20914	00261	C20913 => C20914	1	1
R10887	K19108	C20913	C20914	01130	C20913 <=> C20914	1	1
R10887	K19108	C20914	C20913	01130	C20913 <=> C20914	1	1
R10889	K19109	C20915	C20916	00261	C20915 => C20916	1	1
R10889	K19109	C20915	C20916	01130	C20915 <=> C20916	1	1
R10889	K19109	C20916	C20915	01130	C20915 <=> C20916	1	1
R10890	K19110	C20916	C20917	00261	C20916 => C20917	1	1
R10890	K19110	C20916	C20917	01130	C20916 <=> C20917	1	1
R10890	K19110	C20917	C20916	01130	C20916 <=> C20917	1	1
R10891	K19111	C20917	C20918	00261	C20917 => C20918	1	1
R10891	K19111	C20917	C20918	01130	C20917 <=> C20918	1	1
R10891	K19111	C20918	C20917	01130	C20917 <=> C20918	1	1
R10892	K19112	C20917	C20918	01130	C20917 <=> C20918	1	1
R10892	K19112	C20918	C20917	00261	C20918 => C20917	1	1
R10892	K19112	C20918	C20917	01130	C20917 <=> C20918	1	1
R10893	K19113	C20918	C20921	00261	C20918 => C20921	1	1
R10893	K19113	C20918	C20921	01130	C20918 <=> C20921	1	1
R10893	K19113	C20921	C20918	01130	C20918 <=> C20921	1	1
R10902	K06914	C00483	C20926	00680	C00483 => C20926	1	1
R10904	K19280	C01732	C06028	00630	C01732 => C06028	1	1
R10904	K19280	C01732	C06028	01200	C01732 => C06028	1	1
R10905	K01197	G10505	G00526	00531	G10505 => G00526	1	1
R10907	K00036	C01172	C01236	00030	C01172 => C01236	1	1
R10907	K00036	C01172	C01236	01110	C01172 <=> C01236	1	1
R10907	K00036	C01172	C01236	01120	C01172 <=> C01236	1	1
R10907	K00036	C01172	C01236	01130	C01172 <=> C01236	1	1
R10907	K00036	C01172	C01236	01200	C01172 => C01236	1	1
R10907	K00036	C01236	C01172	01110	C01172 <=> C01236	1	1
R10907	K00036	C01236	C01172	01120	C01172 <=> C01236	1	1
R10907	K00036	C01236	C01172	01130	C01172 <=> C01236	1	1
R10907	K19243	C01172	C01236	00030	C01172 => C01236	1	1
R10907	K19243	C01172	C01236	01110	C01172 <=> C01236	1	1
R10907	K19243	C01172	C01236	01120	C01172 <=> C01236	1	1
R10907	K19243	C01172	C01236	01130	C01172 <=> C01236	1	1
R10907	K19243	C01172	C01236	01200	C01172 => C01236	1	1
R10907	K19243	C01236	C01172	01110	C01172 <=> C01236	1	1
R10907	K19243	C01236	C01172	01120	C01172 <=> C01236	1	1
R10907	K19243	C01236	C01172	01130	C01172 <=> C01236	1	1
R10908	K00839	C02091	C00037	00230	C02091 => C00802 + C00037	1	1
R10908	K00839	C02091	C00802	00230	C02091 => C00802 + C00037	1	1
R10917	K19548	C20940	C20941	01130	C20940 <=> C20941	1	1
R10917	K19548	C20941	C20940	01130	C20940 <=> C20941	1	1
R10918	K20142	C20943	C20944	00902	C20943 => C20944	1	1
R10918	K20142	C20943	C20944	01110	C20943 <=> C20944	1	1
R10918	K20142	C20944	C20943	01110	C20943 <=> C20944	1	1
R10919	K20142	C20943	C20944	00902	C20943 => C20944	1	1
R10919	K20142	C20943	C20944	01110	C20943 <=> C20944	1	1
R10919	K20142	C20944	C20943	01110	C20943 <=> C20944	1	1
R10925	K14937	C16502	C16504	00981	C16502 => C16504	1	1
R10929	K19412	C00025	C20948	00220	C00025 => C20948	1	1
R10929	K19412	C00025	C20948	01210	C00025 => C20948	1	1
R10929	K19412	C00025	C20948	01230	C00025 => C20948	1	1
R10930	K05828	C20948	C20949	00220	C20948 => C20949	1	1
R10930	K05828	C20948	C20949	01210	C20948 => C20949	1	1
R10930	K05828	C20948	C20949	01230	C20948 => C20949	1	1
R10931	K05829	C20949	C20950	00220	C20949 => C20950	1	1
R10931	K05829	C20949	C20950	01210	C20949 => C20950	1	1
R10931	K05829	C20949	C20950	01230	C20949 => C20950	1	1
R10932	K05830	C20950	C20951	00220	C20950 => C20951	1	1
R10932	K05830	C20950	C20951	01210	C20950 => C20951	1	1
R10932	K05830	C20950	C20951	01230	C20950 => C20951	1	1
R10933	K05831	C20951	C00077	00220	C20951 => C00077	1	1
R10933	K05831	C20951	C00077	01210	C20951 => C00077	1	1
R10933	K05831	C20951	C00077	01230	C20951 => C00077	1	1
R10935	K09733	C00118	C20954	00680	C00118 => C20954	2	1
R10936	K20036	C20955	C00409	00920	C20955 => C00409	1	1
R10937	K19969	C20956	C17691	00525	C20956 => C17691	1	1
R10951	K00921	C01194	C11557	04070	C01194 => C11557	1	1
R10952	K01116	C01277	C00641	04070	C01277 => C00641 + C01220	1	1
R10952	K01116	C01277	C01220	04070	C01277 => C00641 + C01220	1	1
R10952	K05857	C01277	C00641	04070	C01277 => C00641 + C01220	1	1
R10952	K05857	C01277	C01220	04070	C01277 => C00641 + C01220	1	1
R10952	K05858	C01277	C00641	04070	C01277 => C00641 + C01220	1	1
R10952	K05858	C01277	C01220	04070	C01277 => C00641 + C01220	1	1
R10952	K05859	C01277	C00641	04070	C01277 => C00641 + C01220	1	1
R10952	K05859	C01277	C01220	04070	C01277 => C00641 + C01220	1	1
R10952	K05860	C01277	C00641	04070	C01277 => C00641 + C01220	1	1
R10952	K05860	C01277	C01220	04070	C01277 => C00641 + C01220	1	1
R10952	K05861	C01277	C00641	04070	C01277 => C00641 + C01220	1	1
R10952	K05861	C01277	C01220	04070	C01277 => C00641 + C01220	1	1
R10952	K19006	C01277	C00641	04070	C01277 => C00641 + C01220	1	1
R10952	K19006	C01277	C01220	04070	C01277 => C00641 + C01220	1	1
R10953	K00915	C01272	C01284	04070	C01272 => C01284	1	1
R10954	K15972	C12378	C12379	01057	C12378 => C12379	1	1
R10954	K15972	C12378	C12379	01130	C12378 <=> C12379	1	1
R10954	K15972	C12379	C12378	01130	C12378 <=> C12379	1	1
R10955	K19566	C12379	C20974	01057	C12379 => C20974	1	1
R10955	K19566	C12379	C20974	01130	C12379 <=> C20974	1	1
R10955	K19566	C20974	C12379	01130	C12379 <=> C20974	1	1
R10956	K19567	C20974	C20975	01057	C20974 => C20975	1	1
R10956	K19567	C20974	C20975	01130	C20974 <=> C20975	1	1
R10956	K19567	C20975	C20974	01130	C20974 <=> C20975	1	1
R10957	K19568	C20975	C20976	01057	C20975 => C20976	1	1
R10957	K19568	C20975	C20976	01130	C20975 <=> C20976	1	1
R10957	K19568	C20976	C20975	01130	C20975 <=> C20976	1	1
R10958	K19569	C20976	C20977	01057	C20976 => C20977	1	1
R10958	K19569	C20976	C20977	01130	C20976 <=> C20977	1	1
R10958	K19569	C20977	C20976	01130	C20976 <=> C20977	1	1
R10959	K19570	C12381	C20977	01130	C20977 <=> C12381	1	1
R10959	K19570	C20977	C12381	01057	C20977 => C12381	1	1
R10959	K19570	C20977	C12381	01130	C20977 <=> C12381	1	1
R10961	K19515	C00512	C06322	00362	C00512 => C06322	1	1
R10961	K19515	C00512	C06322	01120	C00512 <=> C06322	1	1
R10961	K19515	C06322	C00512	01120	C00512 <=> C06322	1	1
R10961	K19516	C00512	C06322	00362	C00512 => C06322	1	1
R10961	K19516	C00512	C06322	01120	C00512 <=> C06322	1	1
R10961	K19516	C06322	C00512	01120	C00512 <=> C06322	1	1
R10963	K20421	C20841	C20857	01130	C20857 <=> C20841	1	1
R10963	K20421	C20857	C20841	01059	C20857 => C20841	1	1
R10963	K20421	C20857	C20841	01130	C20857 <=> C20841	1	1
R10972	K20859	C20440	C20986	00440	C20440 => C20986	1	1
R10973	K20859	C20986	C00117	00440	C20986 => C00117	1	1
R10978	K19963	C20988	C20990	01120	C20990 <=> C20988	1	1
R10978	K19963	C20990	C20988	00930	C20990 => C20988	1	1
R10978	K19963	C20990	C20988	01120	C20990 <=> C20988	1	1
R10979	K01453	C01255	C20988	01120	C20988 <=> C01255	1	1
R10979	K01453	C20988	C01255	00930	C20988 => C01255	1	1
R10979	K01453	C20988	C01255	01120	C20988 <=> C01255	1	1
R10979	K19963	C01255	C20988	01120	C20988 <=> C01255	1	1
R10979	K19963	C20988	C01255	00930	C20988 => C01255	1	1
R10979	K19963	C20988	C01255	01120	C20988 <=> C01255	1	1
R10991	K00826	C00109	C02356	00270	C00109 <=> C02356	1	1
R10991	K00826	C02356	C00109	00270	C00109 <=> C02356	1	1
R10992	K00827	C00109	C02356	00270	C00109 <=> C02356	1	1
R10992	K00827	C02356	C00109	00270	C00109 <=> C02356	1	1
R10993	K01919	C02356	C21015	00270	C02356 => C21015	1	1
R10993	K11204	C02356	C21015	00270	C02356 => C21015	1	1
R10993	K11205	C02356	C21015	00270	C02356 => C21015	1	1
R10994	K01920	C21015	C21016	00270	C21015 => C21016	1	1
R10994	K21456	C21015	C21016	00270	C21015 => C21016	1	1
R10995	K18337	C00507	C02991	00051	C00507 => C02991	1	1
R10995	K18337	C00507	C02991	01120	C00507 <=> C02991	1	1
R10995	K18337	C02991	C00507	01120	C00507 <=> C02991	1	1
R10996	K00166	C00068	C21017	00640	C00109 + C00068 => C21017	1	1
R10996	K00166	C00109	C21017	00640	C00109 + C00068 => C21017	1	1
R10996	K00167	C00068	C21017	00640	C00109 + C00068 => C21017	1	1
R10996	K00167	C00109	C21017	00640	C00109 + C00068 => C21017	1	1
R10996	K11381	C00068	C21017	00640	C00109 + C00068 => C21017	1	1
R10996	K11381	C00109	C21017	00640	C00109 + C00068 => C21017	1	1
R10997	K00166	C15972	C00068	00640	C15972 + C21017 => C21018 + C00068	1	1
R10997	K00166	C15972	C21018	00640	C15972 + C21017 => C21018 + C00068	1	1
R10997	K00166	C21017	C00068	00640	C15972 + C21017 => C21018 + C00068	1	1
R10997	K00166	C21017	C21018	00640	C15972 + C21017 => C21018 + C00068	1	1
R10997	K00167	C15972	C00068	00640	C15972 + C21017 => C21018 + C00068	1	1
R10997	K00167	C15972	C21018	00640	C15972 + C21017 => C21018 + C00068	1	1
R10997	K00167	C21017	C00068	00640	C15972 + C21017 => C21018 + C00068	1	1
R10997	K00167	C21017	C21018	00640	C15972 + C21017 => C21018 + C00068	1	1
R10997	K11381	C15972	C00068	00640	C15972 + C21017 => C21018 + C00068	1	1
R10997	K11381	C15972	C21018	00640	C15972 + C21017 => C21018 + C00068	1	1
R10997	K11381	C21017	C00068	00640	C15972 + C21017 => C21018 + C00068	1	1
R10997	K11381	C21017	C21018	00640	C15972 + C21017 => C21018 + C00068	1	1
R10998	K09699	C21018	C00100	00640	C21018 => C00100 + C15973	1	1
R10998	K09699	C21018	C15973	00640	C21018 => C00100 + C15973	1	1
R11007	K14938	C00187	C01164	00981	C00187 => C01164	1	1
R11008	K14938	C00187	C01164	00981	C00187 => C01164	1	1
R11013	K18912	C05575	C20995	00340	C05575 => C20995	1	1
R11014	K20246	C05575	C20994	00340	C05575 => C20994	1	1
R11018	K19746	C00792	C03771	00472	C00792 => C03771	1	1
R11019	K13938	C21008	C21007	00790	C21008 => C21007	1	1
R11020	K12710	C11460	C11926	01130	C11926 <=> C11460	1	1
R11020	K12710	C11926	C11460	00523	C11926 => C11460	1	1
R11020	K12710	C11926	C11460	01130	C11926 <=> C11460	1	1
R11021	K07008	C20995	C20994	00340	C20995 => C20994	1	1
R11023	K18913	C20994	C05570	00340	C20994 => C05570	1	1
R11023	K20247	C20994	C05570	00340	C20994 => C05570	1	1
R11024	K07102	C02713	C21027	00520	C02713 => C21027	1	1
R11025	K00992	C21027	C01050	00520	C21027 => C01050	1	1
R11026	K17722	C00178	C21028	00240	C21028 <=> C00178	1	1
R11026	K17722	C21028	C00178	00240	C21028 <=> C00178	1	1
R11026	K17723	C00178	C21028	00240	C21028 <=> C00178	1	1
R11026	K17723	C21028	C00178	00240	C21028 <=> C00178	1	1
R11029	K18942	C11039	C21031	00240	C11039 => C21031	1	1
R11031	K19744	C03771	C00062	00472	C03771 => C00062	1	1
R11032	K19744	C03771	C00062	00472	C03771 => C00062	1	1
R11037	K01633	C04874	C21065	00790	C04874 => C21065	1	1
R11038	K19793	C20954	C21068	00680	C20954 => C21068	1	1
R11039	K07144	C21068	C21069	00680	C21068 => C21069	1	1
R11040	K07072	C20926	C21070	00680	C20926 + C21069 => C21070	1	1
